0,1,2,3,4,5,6,7,8,9,10,11,12,13,label
-0.0454873778893778,0.7890253667051297,0.19244148741794495,0.03130294633137881,6.920469406930607,-0.17003230063328353,0.25029283414826903,-0.025237919591773086,-6.286464009375763,-0.0009208900737151414,0.04542755560200956,-0.022624773820104204,0.7411522884907037,-0.031829897355157406,0.0
-0.005215483928497258,0.7538060931966721,1.2717521441192046,-0.05437657358513273,53.57374595524609,-0.13204388807046918,0.92344188888512,-0.005840610638728212,-6.829732753520105,0.045630261171380845,0.024451952588672842,-0.20569107024406652,0.4991439688579136,1.6180782685528894,0.0
0.001493885183608868,-0.2802334067377939,-0.035432546538797474,-0.019776036462493846,-2.5064240509765114,-0.0002962281198364662,0.06378551047005071,-0.31319205747114287,-7.212323883340003,0.030444372413361183,-0.0006145076153442758,0.07997217639090866,-0.03618273875143411,0.005244411434304985,0.0
-0.013979088079317753,-0.45111666599595746,1.5682742300321197,0.02689348223211235,64.34785080414159,0.06966385805466664,-0.6633070436061563,-0.04204199823510804,-5.9224951027529,0.02832951639709074,0.01935799266780812,-0.2543261871278776,0.20854415829987147,2.3300813637090965,1.0
0.06549902061538032,0.15156082125290044,0.5413609541371545,0.008174069719953339,15.915729104854346,0.007860038139877037,-0.027705843282042352,-0.05374221154317216,-7.156564054390056,0.0060149543199470405,-0.019523288946471387,-0.006475847421730074,0.19348120142258485,0.24586592996958204,0.0
0.0040598619204228435,0.9990478289078324,-1.770046804491957,-0.05596033257444353,-72.40452322733694,2.0559045877096973,-1.7390061260553686,0.08249414150479457,85.0465477093838,-0.031792882442183035,-0.04799655357849339,-3.5606990517667456,1.0075061240964274,3.072864447062342,1.0
0.005502024732819167,-0.22010731393747174,0.3699063027145059,0.010583839334866448,14.843283154113935,0.03657595625175802,-0.1076685618332785,-0.022211670747581957,-7.10694011059098,-0.014096494020278353,-0.014097112451068145,-0.03804722507374998,0.051281266648916954,0.10728021707880345,1.0
0.01636677031476335,-0.16626297152804412,-0.15274305603580826,0.044764888576884265,-2.2594976487403278,0.04200483669415565,0.06701304702952393,0.06868887785825645,-8.777011095537892,0.1966791414002323,-0.006304159311410195,0.035690880683788756,-0.15524008072111214,0.07063683466074969,0.0
0.016530624902075602,-0.5543420237598973,-0.6567208570265902,0.026739322609466966,-25.87020883353428,-0.8981210198238667,0.31961998864981556,0.016124470875053344,68.4949526327021,0.018332366645346473,-0.029554923579646186,-1.0392497982791504,0.28369166945631685,0.40967827248693195,1.0
-0.006629572162316962,0.05221388589244431,0.5357519193946004,0.024522709319531193,21.28888465687503,-0.002656157087315392,-0.023502676610928426,-0.023802287444737533,-6.024338623955751,0.02095881193748777,0.019685883590485866,-0.07073241931301644,0.05232234108383411,0.2861356497529882,1.0
